CustomerID,Country,balance,max_spent,mean_spent,min_spent,n_orders,time_between_orders,total_items,total_items_returned,total_refunded,total_spent,late_delivery
13564,United Kingdom,1198.38,658.38,599.19,540,2,13,660,0,0,1198.38,0
13565,United Kingdom,330.14,330.14,330.14,330.14,1,,232,0,0,330.14,0
13568,United Kingdom,192.85,192.85,192.85,192.85,1,,70,0,0,192.85,1
13569,United Kingdom,362.43,362.43,362.43,362.43,1,,125,0,0,362.43,0
13570,United Kingdom,239.49,239.49,239.49,239.49,1,,161,0,0,239.49,1
13571,United Kingdom,2508.11,598.68,418.0183333,297.42,6,24.8,2120,0,0,2508.11,0
13572,United Kingdom,1384.25,1384.25,1384.25,1384.25,1,,534,0,0,1384.25,0
13573,United Kingdom,72.81,72.81,72.81,72.81,1,,24,0,0,72.81,1
13575,United Kingdom,727.9,440.1,363.95,287.8,2,42,362,0,0,727.9,0
13576,United Kingdom,13117.8,2070.14,937.9885714,0,14,23.09090909,4970,-6,-14.04,13131.84,0
13577,United Kingdom,2760,1514.85,1380,1245.15,2,92,1092,0,0,2760,1
13579,United Kingdom,424.35,424.35,424.35,424.35,1,,117,0,0,424.35,0
13581,United Kingdom,118,118,118,118,1,,30,0,0,118,0
13583,United Kingdom,781.03,781.03,781.03,781.03,1,,725,0,0,781.03,1
13584,United Kingdom,142.4,142.4,142.4,142.4,1,,37,0,0,142.4,0
13588,United Kingdom,3075.38,1459.62,773.27,0,4,67,3385,-6,-17.7,3093.08,1
13589,United Kingdom,480.55,480.55,480.55,480.55,1,,105,0,0,480.55,1
13590,United Kingdom,2749.8,931.87,551.12,0,5,50.66666667,2238,-2,-5.8,2755.6,0
13591,United Kingdom,2452.99,1430.65,1226.495,1022.34,2,62,1009,0,0,2452.99,1
13592,United Kingdom,685,324.36,228.3333333,131.4,3,29,240,0,0,685,1
13593,United Kingdom,1990.28,645.83,339.5133333,0,6,56.75,731,-24,-46.8,2037.08,0
13599,United Kingdom,7016.69,1692.55,417.3494118,0,17,29.57142857,4411,-98,-78.25,7094.94,1
13600,United Kingdom,219.52,219.52,219.52,219.52,1,,324,0,0,219.52,0
13601,United Kingdom,989.34,989.34,989.34,989.34,1,,749,0,0,989.34,0
13606,United Kingdom,836.09,639.95,418.045,196.14,2,68,761,0,0,836.09,1
13610,United Kingdom,2384.23,826.13,398.6966667,0,6,43,1103,-1,-7.95,2392.18,0
13611,United Kingdom,2306.6,1197,773.4,0,3,189,1660,-4,-13.6,2320.2,1
13614,United Kingdom,2596.47,1962.67,1298.235,633.8,2,166,829,0,0,2596.47,1
13615,United Kingdom,399.99,417.69,208.845,0,2,,189,-6,-17.7,417.69,1
13617,United Kingdom,1054.42,692.78,527.21,361.64,2,67,524,0,0,1054.42,1
13618,United Kingdom,177.34,177.34,177.34,177.34,1,,246,0,0,177.34,1
13621,United Kingdom,213.85,213.85,213.85,213.85,1,,343,0,0,213.85,1
13623,United Kingdom,1718.03,668.9,347.586,0,5,28.66666667,438,-2,-19.9,1737.93,0
13626,United Kingdom,257.23,257.23,257.23,257.23,1,,209,0,0,257.23,0
13627,United Kingdom,2829.4,1293.08,710.5375,0,4,90,2190,-1,-12.75,2842.15,1
13629,United Kingdom,14293.97,3136,2041.995714,944.97,7,33.16666667,8075,0,0,14293.97,0
13630,United Kingdom,3786.49,1071.46,477.03625,0,8,44.5,2549,-11,-29.8,3816.29,0
13631,United Kingdom,8505.11,2001.6,777.6145455,0,11,13.55555556,1320,-7,-48.65,8553.76,0
13632,United Kingdom,2697.69,1291.35,675.485,0,4,34.5,986,-1,-4.25,2701.94,1
13634,United Kingdom,2537.77,1242.55,845.9233333,426.49,3,110,1154,0,0,2537.77,1
13636,United Kingdom,1853,754.3,372.1,0,5,54,956,-6,-7.5,1860.5,0
13637,United Kingdom,2084.97,1260.67,1042.485,824.3,2,39,1100,0,0,2084.97,1
13642,United Kingdom,354.8,354.8,354.8,354.8,1,,173,0,0,354.8,1
13643,United Kingdom,296.8,296.8,296.8,296.8,1,,190,0,0,296.8,0
13644,United Kingdom,2609.01,2609.01,2609.01,2609.01,1,,1889,0,0,2609.01,1
13645,United Kingdom,252.1,252.1,252.1,252.1,1,,158,0,0,252.1,0
13647,United Kingdom,2233.2,1223.98,1116.6,1009.22,2,59,1342,0,0,2233.2,0
13649,United Kingdom,346.6,197.8,173.3,148.8,2,109,139,0,0,346.6,1
13650,United Kingdom,2000.33,1041.63,675.7766667,0,3,60,813,-4,-27,2027.33,1
13652,United Kingdom,2065.61,1054.05,1032.805,1011.56,2,112,885,0,0,2065.61,1
13654,United Kingdom,5374.21,1754.65,1343.5525,916.35,4,42.33333333,4649,0,0,5374.21,0
13655,United Kingdom,932.97,549.32,466.485,383.65,2,127,605,0,0,932.97,0
13656,United Kingdom,379.65,216.95,189.825,162.7,2,172,490,0,0,379.65,0
13657,United Kingdom,497.76,497.76,497.76,497.76,1,,474,0,0,497.76,0
13658,United Kingdom,2875.9,3093.6,1031.2,0,3,,864,-10,-217.7,3093.6,0
13659,United Kingdom,1550.85,1045.4,524.4,0,3,115,894,-15,-22.35,1573.2,0
13662,United Kingdom,1547.42,937,261.0166667,0,6,47,1068,-5,-18.68,1566.1,1
13663,United Kingdom,189.47,189.47,189.47,189.47,1,,91,0,0,189.47,0
13666,United Kingdom,159.25,138.85,79.625,20.4,2,0,65,0,0,159.25,1
13667,United Kingdom,305.02,305.02,305.02,305.02,1,,154,0,0,305.02,1
13668,United Kingdom,14430.19,3418.22,659.095,0,22,16.06666667,8583,-26,-69.9,14500.09,0
13669,United Kingdom,144.45,144.45,144.45,144.45,1,,39,0,0,144.45,1
13672,United Kingdom,0,124.26,37.278,0,5,30,57,-57,-186.39,186.39,1
13675,United Kingdom,486.82,308.44,243.41,178.38,2,133,330,0,0,486.82,1
13678,United Kingdom,232.6,232.6,232.6,232.6,1,,924,0,0,232.6,0
13680,United Kingdom,5893.61,4310.06,2471.24,0,3,1,3743,-669,-1520.11,7413.72,1
13681,United Kingdom,582.08,582.08,582.08,582.08,1,,286,0,0,582.08,0
13682,United Kingdom,59.5,59.5,59.5,59.5,1,,10,0,0,59.5,1
13684,United Kingdom,64.23,67.23,33.615,0,2,,39,-1,-3,67.23,0
13686,United Kingdom,72,72,72,72,1,,70,0,0,72,1
13692,United Kingdom,2283.45,2238.6,766.1333333,0,3,22,1981,-1,-14.95,2298.4,0
13693,United Kingdom,-32,0,0,0,2,,0,-6,-32,0,0
13694,United Kingdom,140935.03,12186.64,3246.010682,0,44,6.631578947,148977,-1240,-1889.44,142824.47,0
13695,United Kingdom,4048.63,924.24,368.0572727,139.2,11,13.6,2693,0,0,4048.63,1
13699,United Kingdom,308.58,308.58,308.58,308.58,1,,66,0,0,308.58,1
13700,United Kingdom,3665.27,911.8,610.8783333,115.92,6,29.8,4510,0,0,3665.27,1
13703,United Kingdom,99.5,99.5,99.5,99.5,1,,10,0,0,99.5,1
13705,United Kingdom,522.68,318.14,261.34,204.54,2,228,237,0,0,522.68,1
13706,United Kingdom,330.79,330.79,330.79,330.79,1,,189,0,0,330.79,1
13707,United Kingdom,806.41,583.41,403.205,223,2,48,351,0,0,806.41,0
13708,United Kingdom,294.88,294.88,294.88,294.88,1,,305,0,0,294.88,0
13709,United Kingdom,9173.71,2619.98,1533.375,0,6,53,5788,-5,-26.54,9200.25,0
13711,United Kingdom,252.06,170.96,126.03,81.1,2,0,140,0,0,252.06,0
13712,United Kingdom,228.84,228.84,228.84,228.84,1,,352,0,0,228.84,0
13715,United Kingdom,1053.94,445.22,134.9175,0,8,22.5,563,-8,-25.4,1079.34,1
13716,United Kingdom,138.28,138.28,138.28,138.28,1,,138,0,0,138.28,0
13717,United Kingdom,3191.43,1068.08,640.836,0,5,56,5100,-1,-12.75,3204.18,1
13718,United Kingdom,306.55,192.5,153.275,114.05,2,49,173,0,0,306.55,1
13719,United Kingdom,804.53,573.08,402.265,231.45,2,28,431,0,0,804.53,0
13720,United Kingdom,799.9,266.2,199.975,120.45,4,45.33333333,501,0,0,799.9,1
13722,United Kingdom,2369.16,1463.47,593.8525,0,4,75.5,1401,-1,-6.25,2375.41,1
13723,United Kingdom,199.85,199.85,199.85,199.85,1,,43,0,0,199.85,0
13725,United Kingdom,5464.58,3068.5,611.3533333,0,9,22.83333333,2146,-8,-37.6,5502.18,0
13728,United Kingdom,2287.27,558.85,457.454,382.8,5,50,907,0,0,2287.27,0
13730,United Kingdom,752.6,445.85,376.3,306.75,2,25,488,0,0,752.6,0
13731,United Kingdom,610.59,308.12,305.295,302.47,2,27,278,0,0,610.59,0
13735,United Kingdom,3920.5,2520.32,998.66,0,4,58,2162,-27,-74.14,3994.64,1
13736,United Kingdom,349.63,357.53,178.765,0,2,,228,-4,-7.9,357.53,0
13737,United Kingdom,339.6,339.6,339.6,339.6,1,,125,0,0,339.6,0
13740,United Kingdom,350.75,350.75,350.75,350.75,1,,425,0,0,350.75,0
13741,United Kingdom,1059.91,561.28,354.0033333,0,3,33,447,-1,-2.1,1062.01,0
13742,United Kingdom,7648.27,1581.05,639.7391667,0,12,17.11111111,2979,-8,-28.6,7676.87,1
13743,United Kingdom,2139.59,613.68,356.84,0,6,37.25,2376,-1,-1.45,2141.04,1
13744,United Kingdom,2907.32,2907.32,2907.32,2907.32,1,,3187,0,0,2907.32,0
13745,United Kingdom,291.54,300.04,150.02,0,2,,496,-10,-8.5,300.04,0
13747,United Kingdom,79.6,79.6,79.6,79.6,1,,8,0,0,79.6,1
13748,United Kingdom,1978,903.7,659.3333333,408,3,70.5,768,0,0,1978,0
13750,United Kingdom,2832.3,943.02,708.075,587.52,4,64.66666667,870,0,0,2832.3,0
13751,United Kingdom,296.25,296.25,296.25,296.25,1,,152,0,0,296.25,1
13752,United Kingdom,1186.28,298.99,197.7133333,90.6,6,24,876,0,0,1186.28,1
13753,United Kingdom,741.26,741.26,741.26,741.26,1,,512,0,0,741.26,0
13754,United Kingdom,282.6,156,141.3,126.6,2,165,214,0,0,282.6,0
13756,United Kingdom,7839.84,1953.6,1119.977143,435.6,7,39.16666667,5045,0,0,7839.84,0
13758,United Kingdom,6722.98,2741.38,1344.596,743.65,5,42.5,4133,0,0,6722.98,1
13760,United Kingdom,449.58,449.58,449.58,449.58,1,,261,0,0,449.58,1
13761,United Kingdom,1404.25,1404.25,1404.25,1404.25,1,,615,0,0,1404.25,0
13762,United Kingdom,5.68E-14,306.72,153.36,0,2,,272,-272,-306.72,306.72,0
13763,United Kingdom,-25.5,0,0,0,2,,0,-3,-25.5,0,1
13764,United Kingdom,2717.61,1588.99,1358.805,1128.62,2,193,1629,0,0,2717.61,0
13767,United Kingdom,28633.51,2630.34,719.78775,0,40,9.333333333,11913,-48,-158,28791.51,1
13769,United Kingdom,5088.4,960.15,464.6681818,0,11,48.6,2089,-10,-22.95,5111.35,0
13771,United Kingdom,4776.15,2722.5,1592.966667,0,3,47,2688,-1,-2.75,4778.9,0
13772,United Kingdom,636.41,636.41,636.41,636.41,1,,230,0,0,636.41,0
13777,United Kingdom,36247.84,9483.18,1301.440714,0,28,10.17391304,17809,-78,-192.5,36440.34,0
13778,United Kingdom,178.7,178.7,178.7,178.7,1,,70,0,0,178.7,1
13780,United Kingdom,116.28,116.28,116.28,116.28,1,,173,0,0,116.28,0
13781,United Kingdom,127.84,127.84,127.84,127.84,1,,30,0,0,127.84,1
13782,United Kingdom,1501.19,588.8,500.3966667,391.48,3,101,743,0,0,1501.19,1
13784,United Kingdom,5694.15,1845.6,711.76875,60.48,8,31,5049,0,0,5694.15,0
13786,United Kingdom,230.4,230.4,230.4,230.4,1,,136,0,0,230.4,0
13787,United Kingdom,402,402,402,402,1,,200,0,0,402,0
13791,United Kingdom,6900,4221,3450,2679,2,40,5400,0,0,6900,0
13792,United Kingdom,245.3,245.3,245.3,245.3,1,,94,0,0,245.3,0
13798,United Kingdom,80065.44,11169.48,1755.603696,0,46,6.125,51483,-364,-692.33,80757.77,0
13799,United Kingdom,688.86,347.16,344.43,341.7,2,177,402,0,0,688.86,0
13800,United Kingdom,558.32,558.32,558.32,558.32,1,,331,0,0,558.32,1
13802,United Kingdom,3906.27,2161.32,766.57,0,6,86,2572,-291,-693.15,4599.42,0
13803,United Kingdom,277.07,277.07,277.07,277.07,1,,121,0,0,277.07,1
13804,United Kingdom,4026.2,1966.48,1342.066667,978.94,3,74,2536,0,0,4026.2,0
13805,United Kingdom,1756.16,1756.16,1756.16,1756.16,1,,2000,0,0,1756.16,0
13807,United Kingdom,112.6,112.6,112.6,112.6,1,,36,0,0,112.6,1
13811,Germany,519.75,297,259.875,222.75,2,55,63,0,0,519.75,0
13812,Germany,749.63,749.63,749.63,749.63,1,,557,0,0,749.63,1
13813,Germany,827.42,840.87,420.435,0,2,,391,-2,-13.45,840.87,1
13814,Germany,1926.27,1926.27,1926.27,1926.27,1,,1121,0,0,1926.27,1
13815,Germany,7664.27,5222.9,2558.906667,0,3,146,5456,-3,-12.45,7676.72,1
13817,Germany,448.5,448.5,448.5,448.5,1,,250,0,0,448.5,1
13819,United Kingdom,1140.35,425.05,380.1166667,307,3,8.5,1109,0,0,1140.35,0
13821,United Kingdom,385.64,270.15,192.82,115.49,2,116,153,0,0,385.64,0
13824,United Kingdom,4368.48,1933.5,1092.12,615.12,4,57.66666667,1824,0,0,4368.48,1
13826,United Kingdom,179.55,189.5,94.75,0,2,,82,-1,-9.95,189.5,1
13827,United Kingdom,890.9,564.71,445.45,326.19,2,9,269,0,0,890.9,0
13829,United Kingdom,-102,0,0,0,1,,0,-12,-102,0,1
13831,United Kingdom,4437.6,1260,1109.4,1035.7,4,76.33333333,1745,0,0,4437.6,0
13833,United Kingdom,384.8,384.8,384.8,384.8,1,,118,0,0,384.8,0
13835,United Kingdom,1252.01,736.15,626.005,515.86,2,59,684,0,0,1252.01,1
13837,United Kingdom,271.24,157.54,135.62,113.7,2,105,183,0,0,271.24,1
13838,United Kingdom,479.59,238.11,159.8633333,93.16,3,126,169,0,0,479.59,0
13841,United Kingdom,85,85,85,85,1,,100,0,0,85,0
13842,United Kingdom,6542.32,1061.86,934.6171429,788.03,7,34.5,2684,0,0,6542.32,0
13846,United Kingdom,2002.92,1257,673.4566667,0,3,117,983,-5,-17.45,2020.37,1
13848,United Kingdom,3750,2790,1875,960,2,68,11000,0,0,3750,0
13849,United Kingdom,1785.07,1785.07,1785.07,1785.07,1,,1065,0,0,1785.07,0
13850,United Kingdom,4624.34,4624.34,4624.34,4624.34,1,,2764,0,0,4624.34,1
13851,United Kingdom,3858.8,3202.06,1929.4,656.74,2,159,2845,0,0,3858.8,1
13854,United Kingdom,19893.14,1809.04,868.5930435,0,23,13.88888889,5304,-18,-84.5,19977.64,0
13856,United Kingdom,363.4,169.5,77.7,0,5,17,494,-10,-25.1,388.5,0
13859,United Kingdom,201.16,201.16,201.16,201.16,1,,129,0,0,201.16,0
13862,United Kingdom,5251.4,1153.9,659.18125,0,8,44.2,3798,-6,-22.05,5273.45,0
13863,United Kingdom,299.56,305.78,152.89,0,2,,224,-5,-6.22,305.78,1
13865,United Kingdom,1092.66,435.15,364.22,291.15,3,76,446,0,0,1092.66,0
13867,United Kingdom,483.75,483.75,483.75,483.75,1,,109,0,0,483.75,0
13869,United Kingdom,3104.95,1519.99,776.2375,323.62,4,77.66666667,1721,0,0,3104.95,1
13870,United Kingdom,6912.06,3049.72,1154.81,0,6,46.25,3354,-4,-16.8,6928.86,0
13871,United Kingdom,12227.04,2035.07,1528.38,1104.35,8,27.71428571,5061,0,0,12227.04,1
13873,United Kingdom,381.7,159.2,97.4,0,4,94.5,140,-2,-7.9,389.6,0
13874,United Kingdom,540.45,540.45,540.45,540.45,1,,180,0,0,540.45,1
13875,United Kingdom,4554.48,1359.5,1138.62,1003.32,4,55.33333333,3051,0,0,4554.48,1
13880,United Kingdom,4843.46,1064.79,605.4325,259.2,8,31.28571429,2392,0,0,4843.46,0
13881,United Kingdom,24025.6,5909.62,2409.36,0,10,25.125,16770,-16,-68,24093.6,0
13883,United Kingdom,5426.08,3156.98,788.88,0,7,11.33333333,2920,-60,-96.08,5522.16,0
13884,United Kingdom,572.1,374.1,144.6,0,4,2.5,178,-3,-6.3,578.4,0
13885,United Kingdom,506.8,399.15,253.4,107.65,2,11,182,0,0,506.8,0
13887,United Kingdom,349.55,349.55,349.55,349.55,1,,147,0,0,349.55,0
13888,United Kingdom,605.63,366.11,302.815,239.52,2,98,258,0,0,605.63,0
13890,United Kingdom,1409.45,873.95,471.5166667,0,3,251,751,-2,-5.1,1414.55,0
13892,United Kingdom,54.52,54.52,54.52,54.52,1,,140,0,0,54.52,1
13893,United Kingdom,821.1,821.1,821.1,821.1,1,,190,0,0,821.1,0
13894,United Kingdom,357.65,367.55,183.775,0,2,,243,-6,-9.9,367.55,0
13895,United Kingdom,3016.72,1683.7,1508.36,1333.02,2,21,1536,0,0,3016.72,0
13898,United Kingdom,155.93,155.93,155.93,155.93,1,,133,0,0,155.93,0
13899,United Kingdom,905.4,905.4,905.4,905.4,1,,368,0,0,905.4,0
13900,United Kingdom,740.95,374.87,246.9833333,8.5,3,39.5,430,0,0,740.95,0
13901,United Kingdom,7501.45,4468.13,1875.3625,594.5,4,70,4209,0,0,7501.45,0
13904,United Kingdom,561.06,561.06,561.06,561.06,1,,649,0,0,561.06,0
13908,United Kingdom,4114.81,2039.97,1034.3275,0,4,74.5,2784,-8,-22.5,4137.31,0
13911,United Kingdom,7086,1401.27,885.75,443.3,8,22.85714286,6292,0,0,7086,1
13917,United Kingdom,180.96,180.96,180.96,180.96,1,,96,0,0,180.96,1
13918,United Kingdom,520.3,520.3,520.3,520.3,1,,266,0,0,520.3,1
13922,United Kingdom,172.25,172.25,172.25,172.25,1,,93,0,0,172.25,1
13925,United Kingdom,1305.88,1046.12,451.5766667,0,3,13,749,-3,-48.85,1354.73,0
13928,United Kingdom,639.13,321.03,319.565,318.1,2,26,231,0,0,639.13,0
13929,United Kingdom,802.85,429.8,280.8833333,0,3,157,143,-4,-39.8,842.65,1
13930,United Kingdom,722.4,722.4,722.4,722.4,1,,738,0,0,722.4,0
13931,United Kingdom,1189.26,1189.26,1189.26,1189.26,1,,658,0,0,1189.26,0
13932,United Kingdom,307.4,307.4,307.4,307.4,1,,72,0,0,307.4,1
13933,United Kingdom,608.79,307.8,304.395,300.99,2,39,205,0,0,608.79,1
13934,United Kingdom,922.1,922.1,922.1,922.1,1,,390,0,0,922.1,0
13936,United Kingdom,361.28,376.58,188.29,0,2,,330,-6,-15.3,376.58,0
13937,United Kingdom,158.85,158.85,158.85,158.85,1,,123,0,0,158.85,0
13939,United Kingdom,1254.26,679.08,422.02,0,3,203,2050,-4,-11.8,1266.06,1
13940,United Kingdom,1194.47,643.01,597.235,551.46,2,27,803,0,0,1194.47,1
13941,United Kingdom,8223.31,4601.46,1684.772,0,5,100,4378,-57,-200.55,8423.86,1
13946,United Kingdom,964.11,525.15,482.055,438.96,2,66,597,0,0,964.11,1
13948,United Kingdom,102,102,102,102,1,,40,0,0,102,0
13950,United Kingdom,647.82,647.82,647.82,647.82,1,,246,0,0,647.82,0
13951,United Kingdom,674.45,303.49,224.8166667,158.4,3,58.5,459,0,0,674.45,0
13952,United Kingdom,3246.09,2042.76,1083.69,0,3,20,1430,-6,-4.98,3251.07,0
13953,United Kingdom,6836.04,2500,1367.208,500,5,58.75,5366,0,0,6836.04,0
13955,United Kingdom,322.96,205.1,161.48,117.86,2,151,154,0,0,322.96,1
13956,United Kingdom,2361.52,1398.65,787.1733333,333.62,3,66.5,1303,0,0,2361.52,1
13958,United Kingdom,-102.45,0,0,0,1,,0,-23,-102.45,0,1
13959,United Kingdom,1131.72,762.77,565.86,368.95,2,81,581,0,0,1131.72,0
13962,United Kingdom,376.4,376.4,376.4,376.4,1,,94,0,0,376.4,1
13963,United Kingdom,664.54,215.41,166.135,115.68,4,19.33333333,460,0,0,664.54,1
13967,United Kingdom,80.7,80.7,80.7,80.7,1,,42,0,0,80.7,0
13969,United Kingdom,11688.66,2260.19,1062.605455,208.68,11,25.3,5945,0,0,11688.66,0
13971,United Kingdom,6306.1,1191.16,794.23,0,8,35.4,3826,-24,-47.74,6353.84,1
13972,United Kingdom,371.1,371.1,371.1,371.1,1,,98,0,0,371.1,0
13973,United Kingdom,264.7,264.7,264.7,264.7,1,,109,0,0,264.7,0
13975,United Kingdom,4339.19,1914.92,872.448,0,5,48.66666667,2855,-7,-23.05,4362.24,1
13976,United Kingdom,357.98,357.98,357.98,357.98,1,,154,0,0,357.98,1
13982,United Kingdom,3807.14,1363.35,954.46,0,4,100.5,2523,-4,-10.7,3817.84,1
13983,United Kingdom,5870.78,1295.32,733.8475,15.6,8,25.14285714,2823,0,0,5870.78,0
13984,United Kingdom,1402.05,587.1,366.906,0,5,79.33333333,1207,-408,-432.48,1834.53,1
13985,United Kingdom,8172.72,1631,1026.04,0,8,25.5,3996,-8,-35.6,8208.32,0
13988,United Kingdom,5868.24,2039.79,1468.7225,0,4,45.5,4142,-1,-6.65,5874.89,0
13989,United Kingdom,2802.99,2802.99,2802.99,2802.99,1,,2753,0,0,2802.99,0
13990,United Kingdom,311.3,311.3,311.3,311.3,1,,190,0,0,311.3,0
13991,United Kingdom,489.75,489.75,489.75,489.75,1,,327,0,0,489.75,0
13993,United Kingdom,6063.13,1502.75,1011.23,0,6,46,1790,-1,-4.25,6067.38,0
13994,United Kingdom,1413.65,1028.29,706.825,385.36,2,42,457,0,0,1413.65,0
13995,United Kingdom,2571.37,1206.82,645.3925,0,4,65,1915,-12,-10.2,2581.57,0
13999,United Kingdom,7276.44,1103.8,809.4266667,0,9,34.85714286,4663,-4,-8.4,7284.84,0
14000,United Kingdom,633.71,635.66,317.83,0,2,,710,-3,-1.95,635.66,0
14001,United Kingdom,2864.08,2132.1,1432.04,731.98,2,140,1382,0,0,2864.08,1
14002,United Kingdom,529.73,304.94,264.865,224.79,2,22,877,0,0,529.73,0
14004,United Kingdom,8266.98,2649.56,2066.745,1714.22,4,59.66666667,4490,0,0,8266.98,1
14005,United Kingdom,1979.7,937.5,659.9,478.5,3,40.5,2492,0,0,1979.7,0
14006,United Kingdom,962.19,357.65,320.73,300.1,3,98,641,0,0,962.19,0
14009,United Kingdom,685.93,380.91,231.87,0,3,7,365,-4,-9.68,695.61,1
14012,United Kingdom,328.8,328.8,328.8,328.8,1,,160,0,0,328.8,0
14013,United Kingdom,473.02,199.22,157.6733333,118.5,3,82.5,462,0,0,473.02,1
14019,United Kingdom,1194.31,1194.31,1194.31,1194.31,1,,757,0,0,1194.31,1
14021,United Kingdom,631.9,302.8,210.6333333,130.2,3,50,192,0,0,631.9,1
14022,United Kingdom,440,440,440,440,1,,487,0,0,440,0
14023,United Kingdom,273.14,273.14,273.14,273.14,1,,162,0,0,273.14,0
14024,United Kingdom,327.7,262.45,163.85,65.25,2,2,150,0,0,327.7,1
14029,United Kingdom,483.4,483.4,483.4,483.4,1,,60,0,0,483.4,0
14030,United Kingdom,5517,2416.2,919.5,23.8,6,48.6,2647,0,0,5517,0
14031,United Kingdom,28395.81,5630.89,1971.184,0,15,20.08333333,11082,-217,-1171.95,29567.76,1
14032,United Kingdom,5379.91,1081.6,492.71,0,11,39,3904,-22,-39.9,5419.81,1
14034,United Kingdom,1377.88,1442.72,505.8933333,0,3,0,1011,-108,-139.8,1517.68,0
14035,United Kingdom,2667.6,1449.66,889.2,303.36,3,94.5,1460,0,0,2667.6,0
14036,United Kingdom,626.65,626.65,626.65,626.65,1,,268,0,0,626.65,0
14037,United Kingdom,147.2,111.8,73.6,35.4,2,188,46,0,0,147.2,1
14038,United Kingdom,3012.88,1942.68,1006.26,0,3,63,2063,-2,-5.9,3018.78,0
14040,United Kingdom,7598.62,1593.56,765.115,0,10,26.25,3797,-10,-52.53,7651.15,1
14041,United Kingdom,141.41,141.41,141.41,141.41,1,,94,0,0,141.41,1
14044,United Kingdom,1780.98,680.37,593.66,492.57,3,103,828,0,0,1780.98,1
14045,United Kingdom,1659.75,682.8,414.9375,242.55,4,87.66666667,535,0,0,1659.75,0
14046,United Kingdom,151.59,151.59,151.59,151.59,1,,443,0,0,151.59,1
14047,United Kingdom,2186.89,1269.8,441.098,0,5,86,679,-4,-18.6,2205.49,1
14048,United Kingdom,375.13,409.93,204.965,0,2,,288,-14,-34.8,409.93,0
14049,United Kingdom,9790.01,5923.16,2450.5075,0,4,79,6398,-11,-12.02,9802.03,0
14050,United Kingdom,1533.78,1533.78,1533.78,1533.78,1,,1313,0,0,1533.78,1
14051,United Kingdom,30813.81,4336.2,1719.27,0,18,17.64285714,7734,-15,-133.05,30946.86,0
14053,United Kingdom,260.25,154.25,130.125,106,2,35,215,0,0,260.25,1
14055,United Kingdom,725.64,725.64,725.64,725.64,1,,216,0,0,725.64,0
14056,United Kingdom,16100.93,2402.1,734.2872727,0,22,10.5,8722,-21,-53.39,16154.32,1
14057,United Kingdom,12372.05,1981.9,957.1238462,0,13,22.27272727,10773,-168,-70.56,12442.61,1
14059,United Kingdom,183.6,183.6,183.6,183.6,1,,128,0,0,183.6,1
14060,United Kingdom,11407.74,1800,814.8385714,214,14,19.84615385,11436,0,0,11407.74,0
14062,United Kingdom,23029.28,5513.52,2558.808889,614.8,9,31.125,11040,0,0,23029.28,1
14064,United Kingdom,2309.16,735.69,492.936,0,5,53.33333333,3225,-432,-155.52,2464.68,1
14066,United Kingdom,152.55,152.55,152.55,152.55,1,,45,0,0,152.55,1
14068,United Kingdom,265.85,265.85,265.85,265.85,1,,73,0,0,265.85,1
14071,United Kingdom,866.98,622.31,332.7966667,0,3,4,765,-95,-131.41,998.39,0
14075,United Kingdom,1090.14,1090.14,1090.14,1090.14,1,,936,0,0,1090.14,0
14076,United Kingdom,122.47,122.47,122.47,122.47,1,,81,0,0,122.47,1
14077,United Kingdom,939.46,334.86,313.1533333,292.1,3,45.5,418,0,0,939.46,0
14078,United Kingdom,1049.37,243.93,174.895,111.29,6,53.8,310,0,0,1049.37,1
14079,United Kingdom,375.1,375.1,375.1,375.1,1,,301,0,0,375.1,0
14081,United Kingdom,904.67,511,233.63,0,4,67,596,-3,-29.85,934.52,0
14082,United Kingdom,182.25,182.25,182.25,182.25,1,,110,0,0,182.25,0
14083,United Kingdom,548.92,309.54,78.41714286,14.4,7,40.5,401,0,0,548.92,1
14085,United Kingdom,9576.76,1378.48,737.6546154,0,13,20.09090909,6387,-1,-12.75,9589.51,0
14088,United Kingdom,73755.71,24072.29,9229.00375,0,8,31.66666667,20562,-72,-76.32,73832.03,0
14090,United Kingdom,76.32,76.32,76.32,76.32,1,,72,0,0,76.32,1
14092,United Kingdom,7256.01,1100.1,660.5145455,0,11,27.875,3681,-3,-9.65,7265.66,1
14096,United Kingdom,29.55,29.55,29.55,29.55,1,,16,0,0,29.55,1
14099,United Kingdom,6830.87,1309.09,760.23,0,9,33,4990,-2,-11.2,6842.07,0
14100,United Kingdom,194.9,194.9,194.9,194.9,1,,64,0,0,194.9,0
14101,United Kingdom,18900.13,4632.05,3780.026,2092,5,45.25,26007,0,0,18900.13,1
14104,United Kingdom,216.21,111.26,108.105,104.95,2,11,72,0,0,216.21,0
14105,United Kingdom,3218.57,3218.57,3218.57,3218.57,1,,1876,0,0,3218.57,0
14107,United Kingdom,6210.83,1809.01,1037.596667,0,6,46.75,3978,-5,-14.75,6225.58,0
14108,United Kingdom,868.6,868.6,868.6,868.6,1,,543,0,0,868.6,0
14110,United Kingdom,9541.84,2966.74,1592.556667,0,6,36.5,4662,-2,-13.5,9555.34,0
14111,United Kingdom,826.2,520.2,413.1,306,2,135,948,0,0,826.2,0
14112,United Kingdom,5705.85,2064.5,724.59375,0,8,48,3477,-26,-90.9,5796.75,1
